character,codepoint,unicode_name,unicode_category,count,is_sinhala_block,is_whitespace,font_has_codepoint
𝕟,U+1D55F,MATHEMATICAL DOUBLE-STRUCK SMALL N,Ll,2,False,False,False
𝕥,U+1D565,MATHEMATICAL DOUBLE-STRUCK SMALL T,Ll,2,False,False,False
ⓒ,U+24D2,CIRCLED LATIN SMALL LETTER C,So,2,False,False,False
ԝ,U+051D,CYRILLIC SMALL LETTER WE,Ll,2,False,False,False
宣,U+5BA3,CJK UNIFIED IDEOGRAPH-5BA3,Lo,2,False,False,False
儀,U+5100,CJK UNIFIED IDEOGRAPH-5100,Lo,2,False,False,False
承,U+627F,CJK UNIFIED IDEOGRAPH-627F,Lo,2,False,False,False
林,U+6797,CJK UNIFIED IDEOGRAPH-6797,Lo,2,False,False,False
供,U+4F9B,CJK UNIFIED IDEOGRAPH-4F9B,Lo,2,False,False,False
恃,U+6043,CJK UNIFIED IDEOGRAPH-6043,Lo,2,False,False,False
๽,U+0E7D,UNNAMED,Cn,2,False,False,False
👓,U+1F453,EYEGLASSES,So,2,False,False,False
ௌ,U+0BCC,TAMIL VOWEL SIGN AU,Mc,2,False,False,False
,U+E07B,UNNAMED,Co,2,False,False,False
🥀,U+1F940,WILTED FLOWER,So,2,False,False,False
🍓,U+1F353,STRAWBERRY,So,2,False,False,False
५,U+096B,DEVANAGARI DIGIT FIVE,Nd,2,False,False,False
董,U+8463,CJK UNIFIED IDEOGRAPH-8463,Lo,2,False,False,False
慈,U+6148,CJK UNIFIED IDEOGRAPH-6148,Lo,2,False,False,False
隊,U+968A,CJK UNIFIED IDEOGRAPH-968A,Lo,2,False,False,False
為,U+70BA,CJK UNIFIED IDEOGRAPH-70BA,Lo,2,False,False,False
眾,U+773E,CJK UNIFIED IDEOGRAPH-773E,Lo,2,False,False,False
蓮,U+84EE,CJK UNIFIED IDEOGRAPH-84EE,Lo,2,False,False,False
開,U+958B,CJK UNIFIED IDEOGRAPH-958B,Lo,2,False,False,False
Ð,U+00D0,LATIN CAPITAL LETTER ETH,Lu,2,False,False,False
қ,U+049B,CYRILLIC SMALL LETTER KA WITH DESCENDER,Ll,2,False,False,False
ᥙ,U+1959,TAI LE LETTER PA,Lo,2,False,False,False
̨,U+0328,COMBINING OGONEK,Mn,2,False,False,False
徐,U+5F90,CJK UNIFIED IDEOGRAPH-5F90,Lo,2,False,False,False
平,U+5E73,CJK UNIFIED IDEOGRAPH-5E73,Lo,2,False,False,False
南,U+5357,CJK UNIFIED IDEOGRAPH-5357,Lo,2,False,False,False
속,U+C18D,HANGUL SYLLABLE SOG,Lo,2,False,False,False
들,U+B4E4,HANGUL SYLLABLE DEUL,Lo,2,False,False,False
屏,U+5C4F,CJK UNIFIED IDEOGRAPH-5C4F,Lo,2,False,False,False
ᚼ,U+16BC,RUNIC LETTER LONG-BRANCH-HAGALL H,Lo,2,False,False,False
ᛒ,U+16D2,RUNIC LETTER BERKANAN BEORC BJARKAN B,Lo,2,False,False,False
მ,U+10DB,GEORGIAN LETTER MAN,Ll,2,False,False,False
嶽,U+5DBD,CJK UNIFIED IDEOGRAPH-5DBD,Lo,2,False,False,False
👭,U+1F46D,TWO WOMEN HOLDING HANDS,So,2,False,False,False
𝐃,U+1D403,MATHEMATICAL BOLD CAPITAL D,Lu,2,False,False,False
𝐏,U+1D40F,MATHEMATICAL BOLD CAPITAL P,Lu,2,False,False,False
ș,U+0219,LATIN SMALL LETTER S WITH COMMA BELOW,Ll,2,False,False,False
聚,U+805A,CJK UNIFIED IDEOGRAPH-805A,Lo,2,False,False,False
취,U+CDE8,HANGUL SYLLABLE CWI,Lo,2,False,False,False
𝟬,U+1D7EC,MATHEMATICAL SANS-SERIF BOLD DIGIT ZERO,Nd,2,False,False,False
㎝,U+339D,SQUARE CM,So,2,False,False,False
👪,U+1F46A,FAMILY,So,2,False,False,False
̄,U+0304,COMBINING MACRON,Mn,2,False,False,False
ສ,U+0EAA,LAO LETTER SO SUNG,Lo,2,False,False,False
,U+F58C,UNNAMED,Co,2,False,False,False
,U+F4C9,UNNAMED,Co,2,False,False,False
爱,U+7231,CJK UNIFIED IDEOGRAPH-7231,Lo,2,False,False,False
到,U+5230,CJK UNIFIED IDEOGRAPH-5230,Lo,2,False,False,False
鮮,U+9BAE,CJK UNIFIED IDEOGRAPH-9BAE,Lo,2,False,False,False
🖋,U+1F58B,LOWER LEFT FOUNTAIN PEN,So,2,False,False,False
🍚,U+1F35A,COOKED RICE,So,2,False,False,False
展,U+5C55,CJK UNIFIED IDEOGRAPH-5C55,Lo,2,False,False,False
ז,U+05D6,HEBREW LETTER ZAYIN,Lo,2,False,False,False
უ,U+10E3,GEORGIAN LETTER UN,Ll,2,False,False,False
સ,U+0AB8,GUJARATI LETTER SA,Lo,2,False,False,False
ણ,U+0AA3,GUJARATI LETTER NNA,Lo,2,False,False,False
મ,U+0AAE,GUJARATI LETTER MA,Lo,2,False,False,False
ી,U+0AC0,GUJARATI VOWEL SIGN II,Mc,2,False,False,False
ਰ,U+0A30,GURMUKHI LETTER RA,Lo,2,False,False,False
ਕ,U+0A15,GURMUKHI LETTER KA,Lo,2,False,False,False
တ,U+1010,MYANMAR LETTER TA,Lo,2,False,False,False
ု,U+102F,MYANMAR VOWEL SIGN U,Mn,2,False,False,False
ီ,U+102E,MYANMAR VOWEL SIGN II,Mn,2,False,False,False
ң,U+04A3,CYRILLIC SMALL LETTER EN WITH DESCENDER,Ll,2,False,False,False
ል,U+120D,ETHIOPIC SYLLABLE LE,Lo,2,False,False,False
략,U+B7B5,HANGUL SYLLABLE RYAG,Lo,2,False,False,False
ಠ,U+0CA0,KANNADA LETTER TTHA,Lo,2,False,False,False
량,U+B7C9,HANGUL SYLLABLE RYANG,Lo,2,False,False,False
色,U+8272,CJK UNIFIED IDEOGRAPH-8272,Lo,2,False,False,False
为,U+4E3A,CJK UNIFIED IDEOGRAPH-4E3A,Lo,2,False,False,False
๘,U+0E58,THAI DIGIT EIGHT,Nd,2,False,False,False
龙,U+9F99,CJK UNIFIED IDEOGRAPH-9F99,Lo,2,False,False,False
長,U+9577,CJK UNIFIED IDEOGRAPH-9577,Lo,2,False,False,False
岡,U+5CA1,CJK UNIFIED IDEOGRAPH-5CA1,Lo,2,False,False,False
助,U+52A9,CJK UNIFIED IDEOGRAPH-52A9,Lo,2,False,False,False
杉,U+6749,CJK UNIFIED IDEOGRAPH-6749,Lo,2,False,False,False
濬,U+6FEC,CJK UNIFIED IDEOGRAPH-6FEC,Lo,2,False,False,False
城,U+57CE,CJK UNIFIED IDEOGRAPH-57CE,Lo,2,False,False,False
報,U+5831,CJK UNIFIED IDEOGRAPH-5831,Lo,2,False,False,False
友,U+53CB,CJK UNIFIED IDEOGRAPH-53CB,Lo,2,False,False,False
早,U+65E9,CJK UNIFIED IDEOGRAPH-65E9,Lo,2,False,False,False
秀,U+79C0,CJK UNIFIED IDEOGRAPH-79C0,Lo,2,False,False,False
雄,U+96C4,CJK UNIFIED IDEOGRAPH-96C4,Lo,2,False,False,False
길,U+AE38,HANGUL SYLLABLE GIL,Lo,2,False,False,False
厚,U+539A,CJK UNIFIED IDEOGRAPH-539A,Lo,2,False,False,False
본,U+BCF8,HANGUL SYLLABLE BON,Lo,2,False,False,False
誕,U+8A95,CJK UNIFIED IDEOGRAPH-8A95,Lo,2,False,False,False
降,U+964D,CJK UNIFIED IDEOGRAPH-964D,Lo,2,False,False,False
碑,U+7891,CJK UNIFIED IDEOGRAPH-7891,Lo,2,False,False,False
탄,U+D0C4,HANGUL SYLLABLE TAN,Lo,2,False,False,False
육,U+C721,HANGUL SYLLABLE YUG,Lo,2,False,False,False
증,U+C99D,HANGUL SYLLABLE JEUNG,Lo,2,False,False,False
📿,U+1F4FF,PRAYER BEADS,So,2,False,False,False
𝝀,U+1D740,MATHEMATICAL BOLD ITALIC SMALL LAMDA,Ll,2,False,False,False
黃,U+9EC3,CJK UNIFIED IDEOGRAPH-9EC3,Lo,2,False,False,False
찰,U+CC30,HANGUL SYLLABLE CAL,Lo,2,False,False,False
두,U+B450,HANGUL SYLLABLE DU,Lo,2,False,False,False
吏,U+540F,CJK UNIFIED IDEOGRAPH-540F,Lo,2,False,False,False
訓,U+8A13,CJK UNIFIED IDEOGRAPH-8A13,Lo,2,False,False,False
釜,U+91DC,CJK UNIFIED IDEOGRAPH-91DC,Lo,2,False,False,False
답,U+B2F5,HANGUL SYLLABLE DAB,Lo,2,False,False,False
란,U+B780,HANGUL SYLLABLE RAN,Lo,2,False,False,False
람,U+B78C,HANGUL SYLLABLE RAM,Lo,2,False,False,False
請,U+8ACB,CJK UNIFIED IDEOGRAPH-8ACB,Lo,2,False,False,False
期,U+671F,CJK UNIFIED IDEOGRAPH-671F,Lo,2,False,False,False
💠,U+1F4A0,DIAMOND SHAPE WITH A DOT INSIDE,So,2,False,False,False
ὁ,U+1F41,GREEK SMALL LETTER OMICRON WITH DASIA,Ll,2,False,False,False
𝙍,U+1D64D,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL R,Lu,2,False,False,False
𝙇,U+1D647,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL L,Lu,2,False,False,False
許,U+8A31,CJK UNIFIED IDEOGRAPH-8A31,Lo,2,False,False,False
牟,U+725F,CJK UNIFIED IDEOGRAPH-725F,Lo,2,False,False,False
혈,U+D608,HANGUL SYLLABLE HYEOL,Lo,2,False,False,False
잘,U+C798,HANGUL SYLLABLE JAL,Lo,2,False,False,False
志,U+5FD7,CJK UNIFIED IDEOGRAPH-5FD7,Lo,2,False,False,False
列,U+5217,CJK UNIFIED IDEOGRAPH-5217,Lo,2,False,False,False
밀,U+BC00,HANGUL SYLLABLE MIL,Lo,2,False,False,False
記,U+8A18,CJK UNIFIED IDEOGRAPH-8A18,Lo,2,False,False,False
唐,U+5510,CJK UNIFIED IDEOGRAPH-5510,Lo,2,False,False,False
資,U+8CC7,CJK UNIFIED IDEOGRAPH-8CC7,Lo,2,False,False,False
🔯,U+1F52F,SIX POINTED STAR WITH MIDDLE DOT,So,2,False,False,False
✡,U+2721,STAR OF DAVID,So,2,False,False,False
🏖,U+1F3D6,BEACH WITH UMBRELLA,So,2,False,False,False
虚,U+865A,CJK UNIFIED IDEOGRAPH-865A,Lo,2,False,False,False
贯,U+8D2F,CJK UNIFIED IDEOGRAPH-8D2F,Lo,2,False,False,False
路,U+8DEF,CJK UNIFIED IDEOGRAPH-8DEF,Lo,2,False,False,False
源,U+6E90,CJK UNIFIED IDEOGRAPH-6E90,Lo,2,False,False,False
前,U+524D,CJK UNIFIED IDEOGRAPH-524D,Lo,2,False,False,False
沙,U+6C99,CJK UNIFIED IDEOGRAPH-6C99,Lo,2,False,False,False
级,U+7EA7,CJK UNIFIED IDEOGRAPH-7EA7,Lo,2,False,False,False
爰,U+7230,CJK UNIFIED IDEOGRAPH-7230,Lo,2,False,False,False
片,U+7247,CJK UNIFIED IDEOGRAPH-7247,Lo,2,False,False,False
⚓,U+2693,ANCHOR,So,2,False,False,False
🚆,U+1F686,TRAIN,So,2,False,False,False
🟪,U+1F7EA,LARGE PURPLE SQUARE,So,2,False,False,False
♔,U+2654,WHITE CHESS KING,So,2,False,False,False
兵,U+5175,CJK UNIFIED IDEOGRAPH-5175,Lo,2,False,False,False
科,U+79D1,CJK UNIFIED IDEOGRAPH-79D1,Lo,2,False,False,False
♭,U+266D,MUSIC FLAT SIGN,So,2,False,False,False
범,U+BC94,HANGUL SYLLABLE BEOM,Lo,2,False,False,False
𝒚,U+1D49A,MATHEMATICAL BOLD ITALIC SMALL Y,Ll,2,False,False,False
モ,U+30E2,KATAKANA LETTER MO,Lo,2,False,False,False
۩,U+06E9,ARABIC PLACE OF SAJDAH,So,2,False,False,False
ὄ,U+1F44,GREEK SMALL LETTER OMICRON WITH PSILI AND OXIA,Ll,2,False,False,False
们,U+4EEC,CJK UNIFIED IDEOGRAPH-4EEC,Lo,2,False,False,False
客,U+5BA2,CJK UNIFIED IDEOGRAPH-5BA2,Lo,2,False,False,False
技,U+6280,CJK UNIFIED IDEOGRAPH-6280,Lo,2,False,False,False
术,U+672F,CJK UNIFIED IDEOGRAPH-672F,Lo,2,False,False,False
于,U+4E8E,CJK UNIFIED IDEOGRAPH-4E8E,Lo,2,False,False,False
遥,U+9065,CJK UNIFIED IDEOGRAPH-9065,Lo,2,False,False,False
集,U+96C6,CJK UNIFIED IDEOGRAPH-96C6,Lo,2,False,False,False
芯,U+82AF,CJK UNIFIED IDEOGRAPH-82AF,Lo,2,False,False,False
包,U+5305,CJK UNIFIED IDEOGRAPH-5305,Lo,2,False,False,False
现,U+73B0,CJK UNIFIED IDEOGRAPH-73B0,Lo,2,False,False,False
击,U+51FB,CJK UNIFIED IDEOGRAPH-51FB,Lo,2,False,False,False
,U+F60D,UNNAMED,Co,2,False,False,False
,U+F62D,UNNAMED,Co,2,False,False,False
,U+F495,UNNAMED,Co,2,False,False,False
,U+F622,UNNAMED,Co,2,False,False,False
浙,U+6D59,CJK UNIFIED IDEOGRAPH-6D59,Lo,2,False,False,False
觚,U+89DA,CJK UNIFIED IDEOGRAPH-89DA,Lo,2,False,False,False
匜,U+531C,CJK UNIFIED IDEOGRAPH-531C,Lo,2,False,False,False
鋬,U+92EC,CJK UNIFIED IDEOGRAPH-92EC,Lo,2,False,False,False
敦,U+6566,CJK UNIFIED IDEOGRAPH-6566,Lo,2,False,False,False
壺,U+58FA,CJK UNIFIED IDEOGRAPH-58FA,Lo,2,False,False,False
ך,U+05DA,HEBREW LETTER FINAL KAF,Lo,2,False,False,False
ỹ,U+1EF9,LATIN SMALL LETTER Y WITH TILDE,Ll,2,False,False,False
ậ,U+1EAD,LATIN SMALL LETTER A WITH CIRCUMFLEX AND DOT BELOW,Ll,2,False,False,False
ಗ,U+0C97,KANNADA LETTER GA,Lo,2,False,False,False
ű,U+0171,LATIN SMALL LETTER U WITH DOUBLE ACUTE,Ll,2,False,False,False
⅐,U+2150,VULGAR FRACTION ONE SEVENTH,No,2,False,False,False
ഗ,U+0D17,MALAYALAM LETTER GA,Lo,2,False,False,False
ೇ,U+0CC7,KANNADA VOWEL SIGN EE,Mc,2,False,False,False
妙,U+5999,CJK UNIFIED IDEOGRAPH-5999,Lo,2,False,False,False
靈,U+9748,CJK UNIFIED IDEOGRAPH-9748,Lo,2,False,False,False
敎,U+654E,CJK UNIFIED IDEOGRAPH-654E,Lo,2,False,False,False
ร,U+0E23,THAI CHARACTER RO RUA,Lo,2,False,False,False
﷼,U+FDFC,RIAL SIGN,Sc,2,False,False,False
̔,U+0314,COMBINING REVERSED COMMA ABOVE,Mn,2,False,False,False
◡,U+25E1,LOWER HALF CIRCLE,So,2,False,False,False
,U+E0E0,UNNAMED,Co,2,False,False,False
,U+E158,UNNAMED,Co,2,False,False,False
♒,U+2652,AQUARIUS,So,2,False,False,False
ರ,U+0CB0,KANNADA LETTER RA,Lo,2,False,False,False
界,U+754C,CJK UNIFIED IDEOGRAPH-754C,Lo,2,False,False,False
🚓,U+1F693,POLICE CAR,So,2,False,False,False
🚧,U+1F6A7,CONSTRUCTION SIGN,So,2,False,False,False
🍱,U+1F371,BENTO BOX,So,2,False,False,False
ަ,U+07A6,THAANA ABAFILI,Mn,2,False,False,False
🦁,U+1F981,LION FACE,So,2,False,False,False
ผ,U+0E1C,THAI CHARACTER PHO PHUNG,Lo,2,False,False,False
้,U+0E49,THAI CHARACTER MAI THO,Mn,2,False,False,False
ช,U+0E0A,THAI CHARACTER CHO CHANG,Lo,2,False,False,False
염,U+C5FC,HANGUL SYLLABLE YEOM,Lo,2,False,False,False
담,U+B2F4,HANGUL SYLLABLE DAM,Lo,2,False,False,False
책,U+CC45,HANGUL SYLLABLE CAEG,Lo,2,False,False,False
으,U+C73C,HANGUL SYLLABLE EU,Lo,2,False,False,False
❔,U+2754,WHITE QUESTION MARK ORNAMENT,So,2,False,False,False
ຒ,U+0E92,LAO LETTER PALI DDHA,Lo,2,False,False,False
維,U+7DAD,CJK UNIFIED IDEOGRAPH-7DAD,Lo,2,False,False,False
曌,U+66CC,CJK UNIFIED IDEOGRAPH-66CC,Lo,2,False,False,False
瞾,U+77BE,CJK UNIFIED IDEOGRAPH-77BE,Lo,2,False,False,False
周,U+5468,CJK UNIFIED IDEOGRAPH-5468,Lo,2,False,False,False
萬,U+842C,CJK UNIFIED IDEOGRAPH-842C,Lo,2,False,False,False
歲,U+6B72,CJK UNIFIED IDEOGRAPH-6B72,Lo,2,False,False,False
足,U+8DB3,CJK UNIFIED IDEOGRAPH-8DB3,Lo,2,False,False,False
📖,U+1F4D6,OPEN BOOK,So,2,False,False,False
📈,U+1F4C8,CHART WITH UPWARDS TREND,So,2,False,False,False
臿,U+81FF,CJK UNIFIED IDEOGRAPH-81FF,Lo,2,False,False,False
弄,U+5F04,CJK UNIFIED IDEOGRAPH-5F04,Lo,2,False,False,False
໚,U+0EDA,UNNAMED,Cn,2,False,False,False
ണ,U+0D23,MALAYALAM LETTER NNA,Lo,2,False,False,False
∟,U+221F,RIGHT ANGLE,Sm,2,False,False,False
∇,U+2207,NABLA,Sm,2,False,False,False
✩,U+2729,STRESS OUTLINED WHITE STAR,So,2,False,False,False
🥱,U+1F971,YAWNING FACE,So,2,False,False,False
🐢,U+1F422,TURTLE,So,2,False,False,False
ひ,U+3072,HIRAGANA LETTER HI,Lo,2,False,False,False
ナ,U+30CA,KATAKANA LETTER NA,Lo,2,False,False,False
イ,U+30A4,KATAKANA LETTER I,Lo,2,False,False,False
修,U+4FEE,CJK UNIFIED IDEOGRAPH-4FEE,Lo,2,False,False,False
業,U+696D,CJK UNIFIED IDEOGRAPH-696D,Lo,2,False,False,False
𝖊,U+1D58A,MATHEMATICAL BOLD FRAKTUR SMALL E,Ll,2,False,False,False
爪,U+722A,CJK UNIFIED IDEOGRAPH-722A,Lo,2,False,False,False
ᶤ,U+1DA4,MODIFIER LETTER SMALL I WITH STROKE,Lm,2,False,False,False
𝒶,U+1D4B6,MATHEMATICAL SCRIPT SMALL A,Ll,2,False,False,False
𝓅,U+1D4C5,MATHEMATICAL SCRIPT SMALL P,Ll,2,False,False,False
𝓇,U+1D4C7,MATHEMATICAL SCRIPT SMALL R,Ll,2,False,False,False
𝒸,U+1D4B8,MATHEMATICAL SCRIPT SMALL C,Ll,2,False,False,False
𝓃,U+1D4C3,MATHEMATICAL SCRIPT SMALL N,Ll,2,False,False,False
ἆ,U+1F06,GREEK SMALL LETTER ALPHA WITH PSILI AND PERISPOMENI,Ll,2,False,False,False
ṻ,U+1E7B,LATIN SMALL LETTER U WITH MACRON AND DIAERESIS,Ll,2,False,False,False
불,U+BD88,HANGUL SYLLABLE BUL,Lo,2,False,False,False
살,U+C0B4,HANGUL SYLLABLE SAL,Lo,2,False,False,False
,U+E02A,UNNAMED,Co,2,False,False,False
ϴ,U+03F4,GREEK CAPITAL THETA SYMBOL,Lu,2,False,False,False
ア,U+30A2,KATAKANA LETTER A,Lo,2,False,False,False
リ,U+30EA,KATAKANA LETTER RI,Lo,2,False,False,False
❇,U+2747,SPARKLE,So,2,False,False,False
🍯,U+1F36F,HONEY POT,So,2,False,False,False
🍶,U+1F376,SAKE BOTTLE AND CUP,So,2,False,False,False
🪩,U+1FAA9,MIRROR BALL,So,2,False,False,False
📝,U+1F4DD,MEMO,So,2,False,False,False
ᐈ,U+1408,CANADIAN SYLLABICS CARRIER EE,Lo,2,False,False,False
ּ,U+05BC,HEBREW POINT DAGESH OR MAPIQ,Mn,2,False,False,False
ź,U+017A,LATIN SMALL LETTER Z WITH ACUTE,Ll,2,False,False,False
Э,U+042D,CYRILLIC CAPITAL LETTER E,Lu,2,False,False,False
ค,U+0E04,THAI CHARACTER KHO KHWAI,Lo,2,False,False,False
,U+0080,UNNAMED,Cc,2,False,False,False
🦠,U+1F9A0,MICROBE,So,2,False,False,False
ラ,U+30E9,KATAKANA LETTER RA,Lo,2,False,False,False
よ,U+3088,HIRAGANA LETTER YO,Lo,2,False,False,False
オ,U+30AA,KATAKANA LETTER O,Lo,2,False,False,False
➧,U+27A7,SQUAT BLACK RIGHTWARDS ARROW,So,2,False,False,False
☔,U+2614,UMBRELLA WITH RAIN DROPS,So,2,False,False,False
🐇,U+1F407,RABBIT,So,2,False,False,False
🚩,U+1F6A9,TRIANGULAR FLAG ON POST,So,2,False,False,False
ई,U+0908,DEVANAGARI LETTER II,Lo,2,False,False,False
証,U+8A3C,CJK UNIFIED IDEOGRAPH-8A3C,Lo,2,False,False,False
め,U+3081,HIRAGANA LETTER ME,Lo,2,False,False,False
え,U+3048,HIRAGANA LETTER E,Lo,2,False,False,False
🔁,U+1F501,CLOCKWISE RIGHTWARDS AND LEFTWARDS OPEN CIRCLE ARROWS,So,2,False,False,False
ॉ,U+0949,DEVANAGARI VOWEL SIGN CANDRA O,Mc,2,False,False,False
！,U+FF01,FULLWIDTH EXCLAMATION MARK,Po,2,False,False,False
👔,U+1F454,NECKTIE,So,2,False,False,False
𝗪,U+1D5EA,MATHEMATICAL SANS-SERIF BOLD CAPITAL W,Lu,2,False,False,False
𝒓,U+1D493,MATHEMATICAL BOLD ITALIC SMALL R,Ll,2,False,False,False
𝑻,U+1D47B,MATHEMATICAL BOLD ITALIC CAPITAL T,Lu,2,False,False,False
𝒉,U+1D489,MATHEMATICAL BOLD ITALIC SMALL H,Ll,2,False,False,False
𝑹,U+1D479,MATHEMATICAL BOLD ITALIC CAPITAL R,Lu,2,False,False,False
𝒕,U+1D495,MATHEMATICAL BOLD ITALIC SMALL T,Ll,2,False,False,False
𝑵,U+1D475,MATHEMATICAL BOLD ITALIC CAPITAL N,Lu,2,False,False,False
𝒅,U+1D485,MATHEMATICAL BOLD ITALIC SMALL D,Ll,2,False,False,False
₫,U+20AB,DONG SIGN,Sc,2,False,False,False
,U+F603,UNNAMED,Co,2,False,False,False
⒝,U+249D,PARENTHESIZED LATIN SMALL LETTER B,So,2,False,False,False
เ,U+0E40,THAI CHARACTER SARA E,Lo,2,False,False,False
,U+0007,UNNAMED,Cc,2,False,False,False
๋,U+0E4B,THAI CHARACTER MAI CHATTAWA,Mn,2,False,False,False
𝘈,U+1D608,MATHEMATICAL SANS-SERIF ITALIC CAPITAL A,Lu,2,False,False,False
𝘖,U+1D616,MATHEMATICAL SANS-SERIF ITALIC CAPITAL O,Lu,2,False,False,False
𝘜,U+1D61C,MATHEMATICAL SANS-SERIF ITALIC CAPITAL U,Lu,2,False,False,False
𝘛,U+1D61B,MATHEMATICAL SANS-SERIF ITALIC CAPITAL T,Lu,2,False,False,False
𝘚,U+1D61A,MATHEMATICAL SANS-SERIF ITALIC CAPITAL S,Lu,2,False,False,False
‿,U+203F,UNDERTIE,Pc,2,False,False,False
🥃,U+1F943,TUMBLER GLASS,So,2,False,False,False
🥶,U+1F976,FREEZING FACE,So,2,False,False,False
ხ,U+10EE,GEORGIAN LETTER XAN,Ll,2,False,False,False
ჭ,U+10ED,GEORGIAN LETTER CHAR,Ll,2,False,False,False
🍭,U+1F36D,LOLLIPOP,So,2,False,False,False
ժ,U+056A,ARMENIAN SMALL LETTER ZHE,Ll,2,False,False,False
ះ,U+17C7,KHMER SIGN REAHMUK,Mc,2,False,False,False
ោ,U+17C4,KHMER VOWEL SIGN OO,Mc,2,False,False,False
〜,U+301C,WAVE DASH,Pd,2,False,False,False
ﻲ,U+FEF2,ARABIC LETTER YEH FINAL FORM,Lo,2,False,False,False
इ,U+0907,DEVANAGARI LETTER I,Lo,2,False,False,False
ূ,U+09C2,BENGALI VOWEL SIGN UU,Mn,2,False,False,False
％,U+FF05,FULLWIDTH PERCENT SIGN,Po,2,False,False,False
໹,U+0EF9,UNNAMED,Cn,2,False,False,False
最,U+6700,CJK UNIFIED IDEOGRAPH-6700,Lo,2,False,False,False
校,U+6821,CJK UNIFIED IDEOGRAPH-6821,Lo,2,False,False,False
ジ,U+30B8,KATAKANA LETTER ZI,Lo,2,False,False,False
🕊,U+1F54A,DOVE OF PEACE,So,2,False,False,False
,U+F64C,UNNAMED,Co,2,False,False,False
દ,U+0AA6,GUJARATI LETTER DA,Lo,2,False,False,False
્,U+0ACD,GUJARATI SIGN VIRAMA,Mn,2,False,False,False
વ,U+0AB5,GUJARATI LETTER VA,Lo,2,False,False,False
ઉ,U+0A89,GUJARATI LETTER U,Lo,2,False,False,False
પ,U+0AAA,GUJARATI LETTER PA,Lo,2,False,False,False
ુ,U+0AC1,GUJARATI VOWEL SIGN U,Mn,2,False,False,False
જ,U+0A9C,GUJARATI LETTER JA,Lo,2,False,False,False
ત,U+0AA4,GUJARATI LETTER TA,Lo,2,False,False,False
ಟ,U+0C9F,KANNADA LETTER TTA,Lo,2,False,False,False
ಮ,U+0CAE,KANNADA LETTER MA,Lo,2,False,False,False
请,U+8BF7,CJK UNIFIED IDEOGRAPH-8BF7,Lo,2,False,False,False
酒,U+9152,CJK UNIFIED IDEOGRAPH-9152,Lo,2,False,False,False
店,U+5E97,CJK UNIFIED IDEOGRAPH-5E97,Lo,2,False,False,False
⒜,U+249C,PARENTHESIZED LATIN SMALL LETTER A,So,2,False,False,False
ᗅ,U+15C5,CANADIAN SYLLABICS CARRIER GHO,Lo,2,False,False,False
🚇,U+1F687,METRO,So,2,False,False,False
▐,U+2590,RIGHT HALF BLOCK,So,2,False,False,False
🏦,U+1F3E6,BANK,So,2,False,False,False
🌁,U+1F301,FOGGY,So,2,False,False,False
📉,U+1F4C9,CHART WITH DOWNWARDS TREND,So,2,False,False,False
錻,U+933B,CJK UNIFIED IDEOGRAPH-933B,Lo,2,False,False,False
ࢡ,U+08A1,ARABIC LETTER BEH WITH HAMZA ABOVE,Lo,2,False,False,False
㘱,U+3631,CJK UNIFIED IDEOGRAPH-3631,Lo,2,False,False,False
࣯,U+08EF,ARABIC TONE LOOP BELOW,Mn,2,False,False,False
₼,U+20BC,MANAT SIGN,Sc,2,False,False,False
Ѕ,U+0405,CYRILLIC CAPITAL LETTER DZE,Lu,2,False,False,False
今,U+4ECA,CJK UNIFIED IDEOGRAPH-4ECA,Lo,2,False,False,False
回,U+56DE,CJK UNIFIED IDEOGRAPH-56DE,Lo,2,False,False,False
エ,U+30A8,KATAKANA LETTER E,Lo,2,False,False,False
🚾,U+1F6BE,WATER CLOSET,So,1,False,False,False
テ,U+30C6,KATAKANA LETTER TE,Lo,1,False,False,False
連,U+9023,CJK UNIFIED IDEOGRAPH-9023,Lo,1,False,False,False
誰,U+8AB0,CJK UNIFIED IDEOGRAPH-8AB0,Lo,1,False,False,False
🔮,U+1F52E,CRYSTAL BALL,So,1,False,False,False
🪄,U+1FA84,MAGIC WAND,So,1,False,False,False
Ђ,U+0402,CYRILLIC CAPITAL LETTER DJE,Lu,1,False,False,False
変,U+5909,CJK UNIFIED IDEOGRAPH-5909,Lo,1,False,False,False
ぶ,U+3076,HIRAGANA LETTER BU,Lo,1,False,False,False
実,U+5B9F,CJK UNIFIED IDEOGRAPH-5B9F,Lo,1,False,False,False
題,U+984C,CJK UNIFIED IDEOGRAPH-984C,Lo,1,False,False,False
⛷,U+26F7,SKIER,So,1,False,False,False
🦮,U+1F9AE,GUIDE DOG,So,1,False,False,False
帮,U+5E2E,CJK UNIFIED IDEOGRAPH-5E2E,Lo,1,False,False,False
充,U+5145,CJK UNIFIED IDEOGRAPH-5145,Lo,1,False,False,False
用,U+7528,CJK UNIFIED IDEOGRAPH-7528,Lo,1,False,False,False
借,U+501F,CJK UNIFIED IDEOGRAPH-501F,Lo,1,False,False,False
场,U+573A,CJK UNIFIED IDEOGRAPH-573A,Lo,1,False,False,False
钱,U+94B1,CJK UNIFIED IDEOGRAPH-94B1,Lo,1,False,False,False
