character,codepoint,unicode_name,unicode_category,count,is_sinhala_block,is_whitespace,font_has_codepoint
🌈,U+1F308,RAINBOW,So,3,False,False,False
👎,U+1F44E,THUMBS DOWN SIGN,So,3,False,False,False
ॅ,U+0945,DEVANAGARI VOWEL SIGN CANDRA E,Mn,2,False,False,False
𝐒,U+1D412,MATHEMATICAL BOLD CAPITAL S,Lu,2,False,False,False
𝐛,U+1D41B,MATHEMATICAL BOLD SMALL B,Ll,2,False,False,False
𝐖,U+1D416,MATHEMATICAL BOLD CAPITAL W,Lu,2,False,False,False
,U+E074,UNNAMED,Co,2,False,False,False
残,U+6B8B,CJK UNIFIED IDEOGRAPH-6B8B,Lo,2,False,False,False
預,U+9810,CJK UNIFIED IDEOGRAPH-9810,Lo,2,False,False,False
銀,U+9280,CJK UNIFIED IDEOGRAPH-9280,Lo,2,False,False,False
を,U+3092,HIRAGANA LETTER WO,Lo,2,False,False,False
ェ,U+30A7,KATAKANA LETTER SMALL E,Lo,2,False,False,False
麦,U+9EA6,CJK UNIFIED IDEOGRAPH-9EA6,Lo,2,False,False,False
当,U+5F53,CJK UNIFIED IDEOGRAPH-5F53,Lo,2,False,False,False
↬,U+21AC,RIGHTWARDS ARROW WITH LOOP,So,2,False,False,False
ﻞ,U+FEDE,ARABIC LETTER LAM FINAL FORM,Lo,2,False,False,False
ﻤ,U+FEE4,ARABIC LETTER MEEM MEDIAL FORM,Lo,2,False,False,False
ﺳ,U+FEB3,ARABIC LETTER SEEN INITIAL FORM,Lo,2,False,False,False
ﺠ,U+FEA0,ARABIC LETTER JEEM MEDIAL FORM,Lo,2,False,False,False
ﻛ,U+FEDB,ARABIC LETTER KAF INITIAL FORM,Lo,2,False,False,False
ﻓ,U+FED3,ARABIC LETTER FEH INITIAL FORM,Lo,2,False,False,False
ﺔ,U+FE94,ARABIC LETTER TEH MARBUTA FINAL FORM,Lo,2,False,False,False
ﻧ,U+FEE7,ARABIC LETTER NOON INITIAL FORM,Lo,2,False,False,False
ﺰ,U+FEB0,ARABIC LETTER ZAIN FINAL FORM,Lo,2,False,False,False
ﺤ,U+FEA4,ARABIC LETTER HAH MEDIAL FORM,Lo,2,False,False,False
ﺸ,U+FEB8,ARABIC LETTER SHEEN MEDIAL FORM,Lo,2,False,False,False
ﺪ,U+FEAA,ARABIC LETTER DAL FINAL FORM,Lo,2,False,False,False
ﻔ,U+FED4,ARABIC LETTER FEH MEDIAL FORM,Lo,2,False,False,False
趙,U+8D99,CJK UNIFIED IDEOGRAPH-8D99,Lo,2,False,False,False
手,U+624B,CJK UNIFIED IDEOGRAPH-624B,Lo,2,False,False,False
伊,U+4F0A,CJK UNIFIED IDEOGRAPH-4F0A,Lo,2,False,False,False
침,U+CE68,HANGUL SYLLABLE CIM,Lo,2,False,False,False
채,U+CC44,HANGUL SYLLABLE CAE,Lo,2,False,False,False
英,U+82F1,CJK UNIFIED IDEOGRAPH-82F1,Lo,2,False,False,False
傳,U+50B3,CJK UNIFIED IDEOGRAPH-50B3,Lo,2,False,False,False
క,U+0C15,TELUGU LETTER KA,Lo,2,False,False,False
ώ,U+03CE,GREEK SMALL LETTER OMEGA WITH TONOS,Ll,2,False,False,False
🐦,U+1F426,BIRD,So,2,False,False,False
🥂,U+1F942,CLINKING GLASSES,So,2,False,False,False
ռ,U+057C,ARMENIAN SMALL LETTER RA,Ll,2,False,False,False
,U+E058,UNNAMED,Co,2,False,False,False
,U+0099,UNNAMED,Cc,2,False,False,False
你,U+4F60,CJK UNIFIED IDEOGRAPH-4F60,Lo,2,False,False,False
以,U+4EE5,CJK UNIFIED IDEOGRAPH-4EE5,Lo,2,False,False,False
,U+E003,UNNAMED,Co,2,False,False,False
ಬ,U+0CAC,KANNADA LETTER BA,Lo,2,False,False,False
🎋,U+1F38B,TANABATA TREE,So,2,False,False,False
◽,U+25FD,WHITE MEDIUM SMALL SQUARE,Sm,2,False,False,False
▫,U+25AB,WHITE SMALL SQUARE,So,2,False,False,False
🏔,U+1F3D4,SNOW CAPPED MOUNTAIN,So,2,False,False,False
🧔,U+1F9D4,BEARDED PERSON,So,2,False,False,False
💏,U+1F48F,KISS,So,2,False,False,False
🤜,U+1F91C,RIGHT-FACING FIST,So,2,False,False,False
👰,U+1F470,BRIDE WITH VEIL,So,2,False,False,False
🤵,U+1F935,MAN IN TUXEDO,So,2,False,False,False
농,U+B18D,HANGUL SYLLABLE NONG,Lo,2,False,False,False
타,U+D0C0,HANGUL SYLLABLE TA,Lo,2,False,False,False
항,U+D56D,HANGUL SYLLABLE HANG,Lo,2,False,False,False
운,U+C6B4,HANGUL SYLLABLE UN,Lo,2,False,False,False
愛,U+611B,CJK UNIFIED IDEOGRAPH-611B,Lo,2,False,False,False
汉,U+6C49,CJK UNIFIED IDEOGRAPH-6C49,Lo,2,False,False,False
案,U+6848,CJK UNIFIED IDEOGRAPH-6848,Lo,2,False,False,False
表,U+8868,CJK UNIFIED IDEOGRAPH-8868,Lo,2,False,False,False
𝐎,U+1D40E,MATHEMATICAL BOLD CAPITAL O,Lu,2,False,False,False
𝐓,U+1D413,MATHEMATICAL BOLD CAPITAL T,Lu,2,False,False,False
命,U+547D,CJK UNIFIED IDEOGRAPH-547D,Lo,2,False,False,False
純,U+7D14,CJK UNIFIED IDEOGRAPH-7D14,Lo,2,False,False,False
制,U+5236,CJK UNIFIED IDEOGRAPH-5236,Lo,2,False,False,False
셔,U+C154,HANGUL SYLLABLE SYEO,Lo,2,False,False,False
울,U+C6B8,HANGUL SYLLABLE UL,Lo,2,False,False,False
祿,U+797F,CJK UNIFIED IDEOGRAPH-797F,Lo,2,False,False,False
ὴ,U+1F74,GREEK SMALL LETTER ETA WITH VARIA,Ll,2,False,False,False
自,U+81EA,CJK UNIFIED IDEOGRAPH-81EA,Lo,2,False,False,False
商,U+5546,CJK UNIFIED IDEOGRAPH-5546,Lo,2,False,False,False
گ,U+06AF,ARABIC LETTER GAF,Lo,2,False,False,False
ฏ,U+0E0F,THAI CHARACTER TO PATAK,Lo,2,False,False,False
ใ,U+0E43,THAI CHARACTER SARA AI MAIMUAN,Lo,2,False,False,False
硏,U+784F,CJK UNIFIED IDEOGRAPH-784F,Lo,2,False,False,False
究,U+7A76,CJK UNIFIED IDEOGRAPH-7A76,Lo,2,False,False,False
💇,U+1F487,HAIRCUT,So,2,False,False,False
午,U+5348,CJK UNIFIED IDEOGRAPH-5348,Lo,2,False,False,False
갑,U+AC11,HANGUL SYLLABLE GAB,Lo,2,False,False,False
甲,U+7532,CJK UNIFIED IDEOGRAPH-7532,Lo,2,False,False,False
忍,U+5FCD,CJK UNIFIED IDEOGRAPH-5FCD,Lo,2,False,False,False
⅜,U+215C,VULGAR FRACTION THREE EIGHTHS,No,2,False,False,False
⅞,U+215E,VULGAR FRACTION SEVEN EIGHTHS,No,2,False,False,False
Τ,U+03A4,GREEK CAPITAL LETTER TAU,Lu,2,False,False,False
ଷ,U+0B37,ORIYA LETTER SSA,Lo,2,False,False,False
ଗ,U+0B17,ORIYA LETTER GA,Lo,2,False,False,False
ନ,U+0B28,ORIYA LETTER NA,Lo,2,False,False,False
ୀ,U+0B40,ORIYA VOWEL SIGN II,Mc,2,False,False,False
📀,U+1F4C0,DVD,So,2,False,False,False
ஃ,U+0B83,TAMIL SIGN VISARGA,Lo,2,False,False,False
‒,U+2012,FIGURE DASH,Pd,2,False,False,False
ở,U+1EDF,LATIN SMALL LETTER O WITH HORN AND HOOK ABOVE,Ll,2,False,False,False
ề,U+1EC1,LATIN SMALL LETTER E WITH CIRCUMFLEX AND GRAVE,Ll,2,False,False,False
ㄹ,U+3139,HANGUL LETTER RIEUL,Lo,2,False,False,False
벽,U+BCBD,HANGUL SYLLABLE BYEOG,Lo,2,False,False,False
밖,U+BC16,HANGUL SYLLABLE BAGG,Lo,2,False,False,False
엌,U+C5CC,HANGUL SYLLABLE EOK,Lo,2,False,False,False
ㅅ,U+3145,HANGUL LETTER SIOS,Lo,2,False,False,False
묵,U+BB35,HANGUL SYLLABLE MUG,Lo,2,False,False,False
ೂ,U+0CC2,KANNADA VOWEL SIGN UU,Mc,2,False,False,False
千,U+5343,CJK UNIFIED IDEOGRAPH-5343,Lo,2,False,False,False
,U+F393,UNNAMED,Co,2,False,False,False
ż,U+017C,LATIN SMALL LETTER Z WITH DOT ABOVE,Ll,2,False,False,False
ą,U+0105,LATIN SMALL LETTER A WITH OGONEK,Ll,2,False,False,False
,U+F036,UNNAMED,Co,2,False,False,False
姜,U+59DC,CJK UNIFIED IDEOGRAPH-59DC,Lo,2,False,False,False
甑,U+7511,CJK UNIFIED IDEOGRAPH-7511,Lo,2,False,False,False
致,U+81F4,CJK UNIFIED IDEOGRAPH-81F4,Lo,2,False,False,False
會,U+6703,CJK UNIFIED IDEOGRAPH-6703,Lo,2,False,False,False
解,U+89E3,CJK UNIFIED IDEOGRAPH-89E3,Lo,2,False,False,False
典,U+5178,CJK UNIFIED IDEOGRAPH-5178,Lo,2,False,False,False
經,U+7D93,CJK UNIFIED IDEOGRAPH-7D93,Lo,2,False,False,False
侍,U+4F8D,CJK UNIFIED IDEOGRAPH-4F8D,Lo,2,False,False,False
🐎,U+1F40E,HORSE,So,2,False,False,False
🐤,U+1F424,BABY CHICK,So,2,False,False,False
ஏ,U+0B8F,TAMIL LETTER EE,Lo,2,False,False,False
ɴ,U+0274,LATIN LETTER SMALL CAPITAL N,Ll,2,False,False,False
ἀ,U+1F00,GREEK SMALL LETTER ALPHA WITH PSILI,Ll,2,False,False,False
💬,U+1F4AC,SPEECH BALLOON,So,2,False,False,False
⏬,U+23EC,BLACK DOWN-POINTING DOUBLE TRIANGLE,So,2,False,False,False
⓽,U+24FD,DOUBLE CIRCLED DIGIT NINE,No,2,False,False,False
ಕ,U+0C95,KANNADA LETTER KA,Lo,2,False,False,False
繁,U+7E41,CJK UNIFIED IDEOGRAPH-7E41,Lo,2,False,False,False
體,U+9AD4,CJK UNIFIED IDEOGRAPH-9AD4,Lo,2,False,False,False
体,U+4F53,CJK UNIFIED IDEOGRAPH-4F53,Lo,2,False,False,False
ठ,U+0920,DEVANAGARI LETTER TTHA,Lo,2,False,False,False
ള,U+0D33,MALAYALAM LETTER LLA,Lo,2,False,False,False
ം,U+0D02,MALAYALAM SIGN ANUSVARA,Mc,2,False,False,False
昌,U+660C,CJK UNIFIED IDEOGRAPH-660C,Lo,2,False,False,False
득,U+B4DD,HANGUL SYLLABLE DEUG,Lo,2,False,False,False
웅,U+C6C5,HANGUL SYLLABLE UNG,Lo,2,False,False,False
허,U+D5C8,HANGUL SYLLABLE HEO,Lo,2,False,False,False
풍,U+D48D,HANGUL SYLLABLE PUNG,Lo,2,False,False,False
노,U+B178,HANGUL SYLLABLE NO,Lo,2,False,False,False
ṃ,U+1E43,LATIN SMALL LETTER M WITH DOT BELOW,Ll,2,False,False,False
場,U+5834,CJK UNIFIED IDEOGRAPH-5834,Lo,2,False,False,False
標,U+6A19,CJK UNIFIED IDEOGRAPH-6A19,Lo,2,False,False,False
ʔ,U+0294,LATIN LETTER GLOTTAL STOP,Lo,2,False,False,False
,U+E0A4,UNNAMED,Co,2,False,False,False
𝐌,U+1D40C,MATHEMATICAL BOLD CAPITAL M,Lu,2,False,False,False
💒,U+1F492,WEDDING,So,2,False,False,False
८,U+096E,DEVANAGARI DIGIT EIGHT,Nd,2,False,False,False
준,U+C900,HANGUL SYLLABLE JUN,Lo,2,False,False,False
🤫,U+1F92B,FACE WITH FINGER COVERING CLOSED LIPS,So,2,False,False,False
恩,U+6069,CJK UNIFIED IDEOGRAPH-6069,Lo,2,False,False,False
仏,U+4ECF,CJK UNIFIED IDEOGRAPH-4ECF,Lo,2,False,False,False
歌,U+6B4C,CJK UNIFIED IDEOGRAPH-6B4C,Lo,2,False,False,False
,U+F07B,UNNAMED,Co,2,False,False,False
,U+F07C,UNNAMED,Co,2,False,False,False
면,U+BA74,HANGUL SYLLABLE MYEON,Lo,2,False,False,False
⁩,U+2069,POP DIRECTIONAL ISOLATE,Cf,2,False,False,False
🔟,U+1F51F,KEYCAP TEN,So,2,False,False,False
ִ,U+05B4,HEBREW POINT HIRIQ,Mn,2,False,False,False
ׁ,U+05C1,HEBREW POINT SHIN DOT,Mn,2,False,False,False
ֹ,U+05B9,HEBREW POINT HOLAM,Mn,2,False,False,False
Г,U+0413,CYRILLIC CAPITAL LETTER GHE,Lu,2,False,False,False
六,U+516D,CJK UNIFIED IDEOGRAPH-516D,Lo,2,False,False,False
七,U+4E03,CJK UNIFIED IDEOGRAPH-4E03,Lo,2,False,False,False
加,U+52A0,CJK UNIFIED IDEOGRAPH-52A0,Lo,2,False,False,False
➊,U+278A,DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT ONE,No,2,False,False,False
𝕪,U+1D56A,MATHEMATICAL DOUBLE-STRUCK SMALL Y,Ll,2,False,False,False
肹,U+80B9,CJK UNIFIED IDEOGRAPH-80B9,Lo,2,False,False,False
摩,U+6469,CJK UNIFIED IDEOGRAPH-6469,Lo,2,False,False,False
힐,U+D790,HANGUL SYLLABLE HIL,Lo,2,False,False,False
추,U+CD94,HANGUL SYLLABLE CU,Lo,2,False,False,False
烈,U+70C8,CJK UNIFIED IDEOGRAPH-70C8,Lo,2,False,False,False
열,U+C5F4,HANGUL SYLLABLE YEOL,Lo,2,False,False,False
尼,U+5C3C,CJK UNIFIED IDEOGRAPH-5C3C,Lo,2,False,False,False
만,U+B9CC,HANGUL SYLLABLE MAN,Lo,2,False,False,False
東,U+6771,CJK UNIFIED IDEOGRAPH-6771,Lo,2,False,False,False
̯,U+032F,COMBINING INVERTED BREVE BELOW,Mn,2,False,False,False
ɗ,U+0257,LATIN SMALL LETTER D WITH HOOK,Ll,2,False,False,False
ủ,U+1EE7,LATIN SMALL LETTER U WITH HOOK ABOVE,Ll,2,False,False,False
臣,U+81E3,CJK UNIFIED IDEOGRAPH-81E3,Lo,2,False,False,False
何,U+4F55,CJK UNIFIED IDEOGRAPH-4F55,Lo,2,False,False,False
茫,U+832B,CJK UNIFIED IDEOGRAPH-832B,Lo,2,False,False,False
ด,U+0E14,THAI CHARACTER DO DEK,Lo,2,False,False,False
ล,U+0E25,THAI CHARACTER LO LING,Lo,2,False,False,False
វ,U+179C,KHMER LETTER VO,Lo,2,False,False,False
ច,U+1785,KHMER LETTER CA,Lo,2,False,False,False
問,U+554F,CJK UNIFIED IDEOGRAPH-554F,Lo,2,False,False,False
론,U+B860,HANGUL SYLLABLE RON,Lo,2,False,False,False
少,U+5C11,CJK UNIFIED IDEOGRAPH-5C11,Lo,2,False,False,False
論,U+8AD6,CJK UNIFIED IDEOGRAPH-8AD6,Lo,2,False,False,False
Ơ,U+01A0,LATIN CAPITAL LETTER O WITH HORN,Lu,2,False,False,False
庭,U+5EAD,CJK UNIFIED IDEOGRAPH-5EAD,Lo,2,False,False,False
媚,U+5A9A,CJK UNIFIED IDEOGRAPH-5A9A,Lo,2,False,False,False
❄,U+2744,SNOWFLAKE,So,2,False,False,False
家,U+5BB6,CJK UNIFIED IDEOGRAPH-5BB6,Lo,2,False,False,False
😙,U+1F619,KISSING FACE WITH SMILING EYES,So,2,False,False,False
궐,U+AD90,HANGUL SYLLABLE GWEOL,Lo,2,False,False,False
🇨,U+1F1E8,REGIONAL INDICATOR SYMBOL LETTER C,So,2,False,False,False
🍌,U+1F34C,BANANA,So,2,False,False,False
😧,U+1F627,ANGUISHED FACE,So,2,False,False,False
ỏ,U+1ECF,LATIN SMALL LETTER O WITH HOOK ABOVE,Ll,2,False,False,False
裸,U+88F8,CJK UNIFIED IDEOGRAPH-88F8,Lo,2,False,False,False
洛,U+6D1B,CJK UNIFIED IDEOGRAPH-6D1B,Lo,2,False,False,False
妄,U+5984,CJK UNIFIED IDEOGRAPH-5984,Lo,2,False,False,False
想,U+60F3,CJK UNIFIED IDEOGRAPH-60F3,Lo,2,False,False,False
遍,U+904D,CJK UNIFIED IDEOGRAPH-904D,Lo,2,False,False,False
歴,U+6B74,CJK UNIFIED IDEOGRAPH-6B74,Lo,2,False,False,False
検,U+691C,CJK UNIFIED IDEOGRAPH-691C,Lo,2,False,False,False
🇳,U+1F1F3,REGIONAL INDICATOR SYMBOL LETTER N,So,2,False,False,False
🏠,U+1F3E0,HOUSE BUILDING,So,2,False,False,False
青,U+9752,CJK UNIFIED IDEOGRAPH-9752,Lo,2,False,False,False
ツ,U+30C4,KATAKANA LETTER TU,Lo,2,False,False,False
頼,U+983C,CJK UNIFIED IDEOGRAPH-983C,Lo,2,False,False,False
를,U+B97C,HANGUL SYLLABLE REUL,Lo,2,False,False,False
美,U+7F8E,CJK UNIFIED IDEOGRAPH-7F8E,Lo,2,False,False,False
ロ,U+30ED,KATAKANA LETTER RO,Lo,2,False,False,False
提,U+63D0,CJK UNIFIED IDEOGRAPH-63D0,Lo,2,False,False,False
令,U+4EE4,CJK UNIFIED IDEOGRAPH-4EE4,Lo,2,False,False,False
姆,U+59C6,CJK UNIFIED IDEOGRAPH-59C6,Lo,2,False,False,False
察,U+5BDF,CJK UNIFIED IDEOGRAPH-5BDF,Lo,2,False,False,False
𝙖,U+1D656,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL A,Ll,2,False,False,False
𝙮,U+1D66E,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL Y,Ll,2,False,False,False
馬,U+99AC,CJK UNIFIED IDEOGRAPH-99AC,Lo,2,False,False,False
🖥,U+1F5A5,DESKTOP COMPUTER,So,2,False,False,False
별,U+BCC4,HANGUL SYLLABLE BYEOL,Lo,2,False,False,False
곡,U+ACE1,HANGUL SYLLABLE GOG,Lo,2,False,False,False
尒,U+5C12,CJK UNIFIED IDEOGRAPH-5C12,Lo,2,False,False,False
⑶,U+2476,PARENTHESIZED DIGIT THREE,No,2,False,False,False
ἰ,U+1F30,GREEK SMALL LETTER IOTA WITH PSILI,Ll,2,False,False,False
छ,U+091B,DEVANAGARI LETTER CHA,Lo,2,False,False,False
▍,U+258D,LEFT THREE EIGHTHS BLOCK,So,2,False,False,False
💉,U+1F489,SYRINGE,So,2,False,False,False
Ҩ,U+04A8,CYRILLIC CAPITAL LETTER ABKHASIAN HA,Lu,2,False,False,False
Ҕ,U+0494,CYRILLIC CAPITAL LETTER GHE WITH MIDDLE HOOK,Lu,2,False,False,False
Ѿ,U+047E,CYRILLIC CAPITAL LETTER OT,Lu,2,False,False,False
∑,U+2211,N-ARY SUMMATION,Sm,2,False,False,False
곽,U+ACFD,HANGUL SYLLABLE GWAG,Lo,2,False,False,False
像,U+50CF,CJK UNIFIED IDEOGRAPH-50CF,Lo,2,False,False,False
토,U+D1A0,HANGUL SYLLABLE TO,Lo,2,False,False,False
無,U+7121,CJK UNIFIED IDEOGRAPH-7121,Lo,2,False,False,False
ǝ,U+01DD,LATIN SMALL LETTER TURNED E,Ll,2,False,False,False
縣,U+7E23,CJK UNIFIED IDEOGRAPH-7E23,Lo,2,False,False,False
ʎ,U+028E,LATIN SMALL LETTER TURNED Y,Ll,2,False,False,False
孛,U+5B5B,CJK UNIFIED IDEOGRAPH-5B5B,Lo,2,False,False,False
只,U+53EA,CJK UNIFIED IDEOGRAPH-53EA,Lo,2,False,False,False
斤,U+65A4,CJK UNIFIED IDEOGRAPH-65A4,Lo,2,False,False,False
寶,U+5BF6,CJK UNIFIED IDEOGRAPH-5BF6,Lo,2,False,False,False
先,U+5148,CJK UNIFIED IDEOGRAPH-5148,Lo,2,False,False,False
చ,U+0C1A,TELUGU LETTER CA,Lo,2,False,False,False
ే,U+0C47,TELUGU VOWEL SIGN EE,Mn,2,False,False,False
𝕒,U+1D552,MATHEMATICAL DOUBLE-STRUCK SMALL A,Ll,2,False,False,False
𝕊,U+1D54A,MATHEMATICAL DOUBLE-STRUCK CAPITAL S,Lu,2,False,False,False
𝕞,U+1D55E,MATHEMATICAL DOUBLE-STRUCK SMALL M,Ll,2,False,False,False
̇,U+0307,COMBINING DOT ABOVE,Mn,2,False,False,False
⁶,U+2076,SUPERSCRIPT SIX,No,2,False,False,False
₁,U+2081,SUBSCRIPT ONE,No,2,False,False,False
₃,U+2083,SUBSCRIPT THREE,No,2,False,False,False
మ,U+0C2E,TELUGU LETTER MA,Lo,2,False,False,False
₪,U+20AA,NEW SHEQEL SIGN,Sc,2,False,False,False
ⓝ,U+24DD,CIRCLED LATIN SMALL LETTER N,So,2,False,False,False
ⓚ,U+24DA,CIRCLED LATIN SMALL LETTER K,So,2,False,False,False
作,U+4F5C,CJK UNIFIED IDEOGRAPH-4F5C,Lo,2,False,False,False
魔,U+9B54,CJK UNIFIED IDEOGRAPH-9B54,Lo,2,False,False,False
鬼,U+9B3C,CJK UNIFIED IDEOGRAPH-9B3C,Lo,2,False,False,False
恶,U+6076,CJK UNIFIED IDEOGRAPH-6076,Lo,2,False,False,False
𝗣,U+1D5E3,MATHEMATICAL SANS-SERIF BOLD CAPITAL P,Lu,2,False,False,False
𝘀,U+1D600,MATHEMATICAL SANS-SERIF BOLD SMALL S,Ll,2,False,False,False
𝗰,U+1D5F0,MATHEMATICAL SANS-SERIF BOLD SMALL C,Ll,2,False,False,False
օ,U+0585,ARMENIAN SMALL LETTER OH,Ll,2,False,False,False
൬,U+0D6C,MALAYALAM DIGIT SIX,Nd,2,False,False,False
차,U+CC28,HANGUL SYLLABLE CA,Lo,2,False,False,False
ㅋ,U+314B,HANGUL LETTER KHIEUKH,Lo,2,False,False,False
ㅌ,U+314C,HANGUL LETTER THIEUTH,Lo,2,False,False,False
ㅍ,U+314D,HANGUL LETTER PHIEUPH,Lo,2,False,False,False
ㅈ,U+3148,HANGUL LETTER CIEUC,Lo,2,False,False,False
필,U+D544,HANGUL SYLLABLE PIL,Lo,2,False,False,False
할,U+D560,HANGUL SYLLABLE HAL,Lo,2,False,False,False
⛺,U+26FA,TENT,So,2,False,False,False
原,U+539F,CJK UNIFIED IDEOGRAPH-539F,Lo,2,False,False,False
🐯,U+1F42F,TIGER FACE,So,2,False,False,False
ో,U+0C4B,TELUGU VOWEL SIGN OO,Mn,2,False,False,False
孝,U+5B5D,CJK UNIFIED IDEOGRAPH-5B5D,Lo,2,False,False,False
🍠,U+1F360,ROASTED SWEET POTATO,So,2,False,False,False
🍟,U+1F35F,FRENCH FRIES,So,2,False,False,False
⊿,U+22BF,RIGHT TRIANGLE,Sm,2,False,False,False
ऊ,U+090A,DEVANAGARI LETTER UU,Lo,2,False,False,False
💍,U+1F48D,RING,So,2,False,False,False
💞,U+1F49E,REVOLVING HEARTS,So,2,False,False,False
🐮,U+1F42E,COW FACE,So,2,False,False,False
🐱,U+1F431,CAT FACE,So,2,False,False,False
🚚,U+1F69A,DELIVERY TRUCK,So,2,False,False,False
▽,U+25BD,WHITE DOWN-POINTING TRIANGLE,So,2,False,False,False
ኤ,U+12A4,ETHIOPIC SYLLABLE GLOTTAL EE,Lo,2,False,False,False
ር,U+122D,ETHIOPIC SYLLABLE RE,Lo,2,False,False,False
ት,U+1275,ETHIOPIC SYLLABLE TE,Lo,2,False,False,False
ራ,U+122B,ETHIOPIC SYLLABLE RAA,Lo,2,False,False,False
თ,U+10D7,GEORGIAN LETTER TAN,Ll,2,False,False,False
ვ,U+10D5,GEORGIAN LETTER VIN,Ll,2,False,False,False
ҷ,U+04B7,CYRILLIC SMALL LETTER CHE WITH DESCENDER,Ll,2,False,False,False
灣,U+7063,CJK UNIFIED IDEOGRAPH-7063,Lo,2,False,False,False
འ,U+0F60,TIBETAN LETTER -A,Lo,2,False,False,False
བ,U+0F56,TIBETAN LETTER BA,Lo,2,False,False,False
ྲ,U+0FB2,TIBETAN SUBJOINED LETTER RA,Mn,2,False,False,False
ུ,U+0F74,TIBETAN VOWEL SIGN U,Mn,2,False,False,False
ག,U+0F42,TIBETAN LETTER GA,Lo,2,False,False,False
澳,U+6FB3,CJK UNIFIED IDEOGRAPH-6FB3,Lo,2,False,False,False
港,U+6E2F,CJK UNIFIED IDEOGRAPH-6E2F,Lo,2,False,False,False
👳,U+1F473,MAN WITH TURBAN,So,2,False,False,False
初,U+521D,CJK UNIFIED IDEOGRAPH-521D,Lo,2,False,False,False
ˉ,U+02C9,MODIFIER LETTER MACRON,Lm,2,False,False,False
Ď,U+010E,LATIN CAPITAL LETTER D WITH CARON,Lu,2,False,False,False
マ,U+30DE,KATAKANA LETTER MA,Lo,2,False,False,False
ɳ,U+0273,LATIN SMALL LETTER N WITH RETROFLEX HOOK,Ll,2,False,False,False
ɭ,U+026D,LATIN SMALL LETTER L WITH RETROFLEX HOOK,Ll,2,False,False,False
徳,U+5FB3,CJK UNIFIED IDEOGRAPH-5FB3,Lo,2,False,False,False
府,U+5E9C,CJK UNIFIED IDEOGRAPH-5E9C,Lo,2,False,False,False
✗,U+2717,BALLOT X,So,2,False,False,False
물,U+BB3C,HANGUL SYLLABLE MUL,Lo,2,False,False,False
培,U+57F9,CJK UNIFIED IDEOGRAPH-57F9,Lo,2,False,False,False
₺,U+20BA,TURKISH LIRA SIGN,Sc,2,False,False,False
𝘩,U+1D629,MATHEMATICAL SANS-SERIF ITALIC SMALL H,Ll,2,False,False,False
𝘵,U+1D635,MATHEMATICAL SANS-SERIF ITALIC SMALL T,Ll,2,False,False,False
ᴑ,U+1D11,LATIN SMALL LETTER SIDEWAYS O,Ll,2,False,False,False
ϵ,U+03F5,GREEK LUNATE EPSILON SYMBOL,Ll,2,False,False,False
🏜,U+1F3DC,DESERT,So,2,False,False,False
⤓,U+2913,DOWNWARDS ARROW TO BAR,Sm,2,False,False,False
康,U+5EB7,CJK UNIFIED IDEOGRAPH-5EB7,Lo,2,False,False,False
慶,U+6176,CJK UNIFIED IDEOGRAPH-6176,Lo,2,False,False,False
✂,U+2702,BLACK SCISSORS,So,2,False,False,False
😺,U+1F63A,SMILING CAT FACE WITH OPEN MOUTH,So,2,False,False,False
😽,U+1F63D,KISSING CAT FACE WITH CLOSED EYES,So,2,False,False,False
个,U+4E2A,CJK UNIFIED IDEOGRAPH-4E2A,Lo,2,False,False,False
あ,U+3042,HIRAGANA LETTER A,Lo,2,False,False,False
謝,U+8B1D,CJK UNIFIED IDEOGRAPH-8B1D,Lo,2,False,False,False
ശ,U+0D36,MALAYALAM LETTER SHA,Lo,2,False,False,False
Ṛ,U+1E5A,LATIN CAPITAL LETTER R WITH DOT BELOW,Lu,2,False,False,False
🚲,U+1F6B2,BICYCLE,So,2,False,False,False
魏,U+9B4F,CJK UNIFIED IDEOGRAPH-9B4F,Lo,2,False,False,False
边,U+8FB9,CJK UNIFIED IDEOGRAPH-8FB9,Lo,2,False,False,False
考,U+8003,CJK UNIFIED IDEOGRAPH-8003,Lo,2,False,False,False
卷,U+5377,CJK UNIFIED IDEOGRAPH-5377,Lo,2,False,False,False
辽,U+8FBD,CJK UNIFIED IDEOGRAPH-8FBD,Lo,2,False,False,False
𝖔,U+1D594,MATHEMATICAL BOLD FRAKTUR SMALL O,Ll,2,False,False,False
𝖓,U+1D593,MATHEMATICAL BOLD FRAKTUR SMALL N,Ll,2,False,False,False
𝖙,U+1D599,MATHEMATICAL BOLD FRAKTUR SMALL T,Ll,2,False,False,False
𝓸,U+1D4F8,MATHEMATICAL BOLD SCRIPT SMALL O,Ll,2,False,False,False
𝓷,U+1D4F7,MATHEMATICAL BOLD SCRIPT SMALL N,Ll,2,False,False,False
𝓽,U+1D4FD,MATHEMATICAL BOLD SCRIPT SMALL T,Ll,2,False,False,False
𝓼,U+1D4FC,MATHEMATICAL BOLD SCRIPT SMALL S,Ll,2,False,False,False
𝔽,U+1D53D,MATHEMATICAL DOUBLE-STRUCK CAPITAL F,Lu,2,False,False,False
